Company,Ticker,Patent Number,Date,Title
UCB,UCBJF,20220332709,20221020,Thiophene derivatives for the treatment of disorders caused by IgE
BAYER,BAYRY,20240311590,20240919,"Method and System for Automatically Disconnecting a Data Link Between a Transmitting Device and an Object, and Computer Program Product"
HORIZON THERAPEUTICS,HZNP,20240255496,20240801,METHODS AND KITS FOR PREDICTING INFUSION REACTION RISK AND ANTIBODY-MEDIATED LOSS OF RESPONSE BY MONITORING SERUM URIC ACID DURING PEGYLATED URICASE THERAPY
JOHNSON &,JNJ,20240005502,20240104,MACHINE LEARNING TO PREDICT LUNG CANCER INVOLVEMENT OF LYMPH NODES
BIOGEN,BIIB,20240285654,20240829,LOW-SORBING GLYBURIDE FORMULATION AND METHODS
MERCK SHARP,MRK,20240424218,20241226,VIAL-TO-SYRINGE CONVERTER AND METHODS OF MAKING AND USING SAME
MERCK SHARP,MRK,20240416097,20241219,MICRONEEDLE INJECTOR AND METHODS OF MAKING AND USING SAME
AMGEN,AMGN,20240092794,20240321,NOVEL PRMT5 INHIBITORS
NOVARTIS,NVS,20090288179,20091119,INACTIVATED NODAVIRUS VACCINE
MERCK SHARP,MRK,20240261384,20240808,METHODS FOR PRODUCING STREPTOCOCCUS PNEUMONIAE CAPSULAR POLYSACCHARIDE CARRIER PROTEIN CONJUGATES
NOVARTIS,NVS,20050129714,20050616,VACCINE AGAINST SALMONID RICKETTSIAL SEPTICAEMIA BASED ON ARTHROBACTER CELLS
NOVARTIS,NVS,20090155313,20090618,VACCINE AGAINST SALMONID RICKETTSIAL SEPTICAEMIA BASED ON ARTHROBACTER CELLS
BAYER,BAYRY,20240026085,20240125,BIODEGRADABLE POLYSILOXANES
KODIAK SCIENCES,KOD,20240209076,20240627,"USE OF IL-6 ANTIBODIES AND VEGF TRAPS, AND FUSION CONSTRUCTS AND CONJUGATES THEREOF"
GRIFOLS,GRFS,20240209461,20240627,COMPOSITIONS AND METHODS FOR STORING A BIOLOGICAL SAMPLE
VERTEX PHARMACEUTICALS,VRTX,20230218676,20230713,STEM CELL DERIVED PANCREATIC ISLET DIFFERENTIATION
REGENERON,REGN,20210382065,20211209,METHOD AND CHROMATOGRAPHY SYSTEM FOR DETERMINING AMOUNT AND PURITY OF A MULTIMERIC PROTEIN
AMGEN,AMGN,20240391897,20241128,Salts of Obicetrapib and Processes for their Manufacture and Intermediates Thereof
BAYER,BAYRY,20240421401,20241219,"Method for Producing an Energy Store, Energy Store and Device"
NOVARTIS,NVS,20240384007,20241121,COMPOSITIONS AND METHODS FOR SELECTIVE PROTEIN DEGRADATION
ELI LILLY,LLY,20240198002,20240620,PROCESSES AND DEVICES FOR DELIVERY OF FLUID BY CHEMICAL REACTION
ALNYLAM PHARMACEUTICALS,ALNY,20250011776,20250109,HUNTINGTIN (HTT) IRNA AGENT COMPOSITIONS AND METHODS OF USE THEREOF
BAYER,BAYRY,20240413435,20241212,"Method for Producing a Cell Housing for a Battery Cell, and a Cell Housing"
ALNYLAM PHARMACEUTICALS,ALNY,20240360455,20241031,EXTRA-HEPATIC DELIVERY IRNA COMPOSITIONS AND METHODS OF USE THEREOF
ABBVIE,ABBV,20240350524,20241024,DOSING REGIMENS FOR USE IN PREVENTING RELAPSE OF ACUTE MYELOID LEUKEMIA FOLLOWING ALLOGENEIC HEMATOPOIETIC STEM CELL TRANSPLANTATION WITH VENETOCLAX IN COMBINATION WITH AZACITIDINE
BAYER,BAYRY,20240408976,20241212,"Method for Operating a Drive Axle for a Motor Vehicle, Control Unit, Drive Axle, and Motor Vehicle"
BAYER,BAYRY,20240408934,20241212,"Method for Controlling a Cooling System, Control Device, and Motor Vehicle"
REGENERON,REGN,20240254255,20240801,"BISPECIFIC ANTIGEN BINDING MOLECULES THAT BIND HER2, AND METHODS OF USE THEREOF"
MERCK SHARP,MRK,20240425524,20241226,SPIROTRICYCLE RIPK1 INHIBITORS AND METHODS OF USES THEREOF
BAYER,BAYRY,20240339895,20241010,Circulation Sump Device for an Electric Drive Unit of a Vehicle
BAYER,BAYRY,20240351433,20241024,"Multi-Axle Drive Unit for a Motor Vehicle, Motor Vehicle and Method for Operating the Motor Vehicle"
BAYER,BAYRY,20240336209,20241010,"Decorative Covering, Interior Trim Part, and Method for Producing a Decorative Covering"
ALNYLAM PHARMACEUTICALS,ALNY,20250034567,20250130,CELL DEATH-INDUCING DFFA-LIKE EFFECTOR B (CIDEB) IRNA COMPOSITIONS AND METHODS OF USE THEREOF
ALNYLAM PHARMACEUTICALS,ALNY,20250019699,20250116,COMPOSITIONS AND METHODS FOR INHIBITING EXPRESSION OF THE LECT2 GENE
ALNYLAM PHARMACEUTICALS,ALNY,20240425854,20241226,KISSPEPTIN 1 (KISS1) IRNA COMPOSITIONS AND METHODS OF USE THEREOF
TAKEDA PHARMACEUTICAL,TAK,20240400993,20241205,METHOD FOR PRODUCING T CELL
VERTEX PHARMACEUTICALS,VRTX,20240277776,20240822,HYPOIMMUNE CELLS
REGENERON,REGN,20240254208,20240801,COMPOSITIONS AND METHODS FOR USING BISPECIFIC ANTIBODIES TO BIND COMPLEMENT AND A TARGET ANTIGEN
SUMITOMO PHARMA,DNPUF,20240245766,20240725,PYRIMIDINE COMPOUND
REGENERON,REGN,20220332849,20221020,Stabilized Formulations Containing Anti-MUC16 x Anti-CD3 Bispecific Antibodies
REGENERON,REGN,20240352124,20241024,"Anti-CD3 Antibodies, Bispecific Antigen-Binding Molecules that Bind CD3 and CD20, and Uses Thereof"
BAYER,BAYRY,20240247703,20240725,Transmission for a Coaxial Two-Machine Electric Drive of a Motor Vehicle
PFIZER,PFE,20240269672,20240815,Devices and Methods for Modifying Optical Properties
BAYER,BAYRY,20240428433,20241226,Device and Method for Determining the Distance of a Light Signal Transmitter
REGENERON,REGN,20210301301,20210930,TARGETED MODIFICATION OF RAT GENOME
REGENERON,REGN,20220106610,20220407,METHODS AND SYSTEMS FOR MANUFACTURING VIRAL VECTORS
REGENERON,REGN,20240218313,20240704,PERFUSION BIOREACTOR AND RELATED METHODS OF USE
ZOETIS,ZTS,20230100089,20230330,METHODS AND COMPOSITION FOR INDUCTION OF IMMUNE RESPONSE
BAYER,BAYRY,20240336216,20241010,Decorative Layer for an Interior Trim Part and Interior Trim Part Having the Decorative Layer
REGENERON,REGN,20240034768,20240201,DIMERIZING AGENT REGULATED IMMUNORECEPTOR COMPLEXES
REGENERON,REGN,20240025963,20240125,DIMERIZING AGENT REGULATED IMMUNORECEPTOR COMPLEXES
REGENERON,REGN,20220031750,20220203,DIMERIZING AGENT REGULATED IMMUNORECEPTOR COMPLEXES
REGENERON,REGN,20220324942,20221013,CD33 TARGETED IMMUNOTHERAPIES
REGENERON,REGN,20220025014,20220127,DIMERIZING AGENT REGULATED IMMUNORECEPTOR COMPLEXES
REGENERON,REGN,20220323496,20221013,CLL-1 TARGETED IMMUNOTHERAPIES
REGENERON,REGN,20220280567,20220908,COMPOSITIONS AND METHODS FOR TREATING CANCER
IPSEN,IPSEY,20220298488,20220922,Genetically Engineered Cells Sensitive for Clostridial Neurotoxins
DAIICHI SANKYO,DSNKY,20240293567,20240905,NOVEL CYCLIC DINUCLEOTIDE DERIVATIVE AND ANTIBODY-DRUG CONJUGATE THEREOF
REGENERON,REGN,20240261404,20240808,MODIFIED CCR POLYPEPTIDES AND USES THEREOF
REGENERON,REGN,20230212591,20230706,METHODS FOR MANUFACTURING VIRAL VECTORS
REGENERON,REGN,20230151117,20230518,FRB ANTIBODIES
REGENERON,REGN,20230124640,20230420,T CELL RECEPTORS
REGENERON,REGN,20230310604,20231005,BCMA CHIMERIC ANTIGEN RECEPTORS
ASTRAZENECA,AZN,20230346780,20231102,IMMEDIATE RELEASE PHARMACEUTICAL FORMULATION OF 4-[3-(4-CYCLOPROPANECARBONYL-PIPERAZINE-1-CARBONYL)-4-FLUORO-BENZYL]-2H-PHTHALAZIN-1-ONE
MERCK SHARP,MRK,20240358847,20241031,TROP2 BINDERS AND CONJUGATES THEREOF
ALNYLAM PHARMACEUTICALS,ALNY,20250034566,20250130,COMPOSITIONS AND METHODS FOR INHIBITING EXPRESSION OF THE ALAS1 GENE
SUMITOMO PHARMA,DNPUF,20240417382,20241219,"SALTS OF A HETEROCYCLIC COMPOUND AND CRYSTALLINE FORMS, PROCESSES FOR PREPARING, THERAPEUTIC USES, AND PHARMACEUTICAL COMPOSITIONS THEREOF"
BAYER,BAYRY,20240324597,20241003,Method For Spot-Treatment Application Against Weeds
REGENERON,REGN,20220275107,20220901,ANTI-C5 ANTIBODY COMBINATIONS AND USES THEREOF
ZOETIS,ZTS,20220088173,20220324,FOOT-AND-MOUTH DISEASE VACCINE
ZOETIS,ZTS,20240197855,20240620,FOOT-AND-MOUTH DISEASE VACCINE
ALNYLAM PHARMACEUTICALS,ALNY,20250011778,20250109,APP iRNA Compositions and Methods of Use Thereof for Treating or Preventing Diseases Characterized by Enlarged Endosomes
GILEAD SCIENCES,GILD,20200325243,20201015,ANTIBODIES SELECTIVE FOR CELLS PRESENTING EGFR AT HIGH DENSITY
BAYER,BAYRY,20240331412,20241003,AUTOMATICALLY DETERMINING THE PART(S) OF AN OBJECT DEPICTED IN ONE OR MORE IMAGES
BRISTOL-MYERS,BMY,20240165249,20240523,MODIFIED SELF-IMMOLATING MOIETIES FOR USE IN PRODRUGS AND CONJUGATES AND METHODS OF USING AND MAKING
AMGEN,AMGN,20240382673,20241121,INSERTION MECHANISM FOR DRUG DELIVERY DEVICE
TAKEDA PHARMACEUTICAL,TAK,20240066047,20240229,METHODS OF MAKING A CYCLIC DINUCLEOTIDE
REGENERON,REGN,20240342215,20241017,ENGINEERED T CELL RECEPTORS FUSED TO BINDING DOMAINS FROM ANTIBODIES
BAYER,BAYRY,20240416942,20241219,"Method for Assisting a User of a Vehicle During Automated Lateral Guidance of the Vehicle on a Road Having Multiple Lanes, Computing Device, and Driver Assistance System"
REGENERON,REGN,20210348131,20211111,VIRAL CLEARANCE BY LOW PH HOLD
VERTEX PHARMACEUTICALS,VRTX,20240148642,20240509,CELL HOUSING DEVICE
EISAI,ESALY,20240218035,20240704,Method for Producing an Active Hepatocyte Growth Factor (HGF)
NOVARTIS,NVS,20200407460,20201231,HUMAN MESOTHELIN CHIMERIC ANTIGEN RECEPTORS AND USES THEREOF
BAYER,BAYRY,20240381872,20241121,"SUBSTITUTED 2,3-DIHYDRO[1,3]THIAZOLO[4,5-B]PYRIDINES, SALTS THEREOF AND THEIR USE AS HERBICIDALLY ACTIVE SUBSTANCES"
BAYER,BAYRY,20240287007,20240829,"N-(1,3,4-1-OXADIAZOL-2-YL)PHENYLCARBOXAMIDES AS HERBICIDES"
REGENERON,REGN,20240316361,20240926,Human Antibodies To PD-1
BIOGEN,BIIB,20240271052,20240815,HIGH-CARBON BIOGENIC REAGENTS AND USES THEREOF
REGENERON,REGN,20230357357,20231109,ANTI-VEGF PROTEIN COMPOSITIONS AND METHODS FOR PRODUCING THE SAME
AMGEN,AMGN,20240174660,20240530,KRAS G12C INHIBITORS AND METHODS OF USING THE SAME
PFIZER,PFE,20240002772,20240104,SYSTEMS AND METHODS FOR PRODUCING A BIOLOGIC MOLECULE WITH HYDROCYCLONE CELL RETENTION DEVICE
ASTRAZENECA,AZN,20240398774,20241205,METHODS OF TREATING INFLAMMATORY DISEASES WITH A SELECTIVE GLUCOCORTICOID RECEPTOR MODULATOR
BRISTOL-MYERS,BMY,20230242569,20230803,"PHOSPHORUS (V)-BASED REAGENTS, PROCESSES FOR THE PREPARATION THEREOF, AND THEIR USE IN MAKING STEREO-DEFINED ORGANOPHOSPHORUS (V) COMPOUNDS"
MERCK SHARP,MRK,20240376552,20241114,STREPTOCOCCUS PNEUMONIAE SEROTYPE SPECIFIC PCR PAD ASSAY
UCB,UCBJF,20240376191,20241114,ANTIBODY MOLECULES WHICH BIND IL-17A AND IL-17F
ALNYLAM PHARMACEUTICALS,ALNY,20210388356,20211216,MODIFIED DOUBLE STRANDED OLIGONUCLEOTIDE
SANOFI,SNY,20240343823,20241017,POLYPEPTIDES COMPRISING IMMUNOGLOBULIN SINGLE VARIABLE DOMAINS TARGETING GLYPICAN-3 AND T CELL RECEPTOR
BAYER,BAYRY,20240408940,20241212,"Air Outflow Device Comprising Walls With a Variable Shape, and Passenger Vehicle Equipped With Said Air Outflow Device"
BAYER,BAYRY,20250002021,20250102,"Method for Assisting a Vehicle User During a Lane Change Maneuver Taking into Account Different Areas in the Surroundings of the Vehicle, and Driver Assistance System for a Vehicle"
JOHNSON &,JNJ,20240041017,20240208,BAIT STATIONS
REGENXBIO,RGNX,20250025574,20250123,ENGINEERED NUCLEIC ACID REGULATORY ELEMENTS AND METHODS AND USES THEREOF
AMGEN,AMGN,20240182558,20240606,MODIFIED ANTI-TSLP ANTIBODIES
AMGEN,AMGN,20240277937,20240822,CONTROLLABLE DRUG DELIVERY SYSTEM AND METHOD OF USE
BAYER,BAYRY,20240391423,20241128,Control of a Motor Vehicle
GILEAD SCIENCES,GILD,20240263190,20240808,HUMAN IMMUNOGLOBULIN BINARY LIGHT CHAIN TRANSGENE CONSTRUCTS AND USES THEREOF
ELI LILLY,LLY,20230022590,20230126,NOVEL RNA THERAPEUTICS AND USES THEREOF
BLUEPRINT MEDICINES,BPMC,20230295121,20230921,SOLID FORMS OF PRALSETINIB
BLUEPRINT MEDICINES,BPMC,20240059672,20240222,METHOD OF PREPARING PRALSETINIB
BIOGEN,BIIB,20220267738,20220825,Method For Purifying An Enveloped Virus
BRISTOL-MYERS,BMY,20240207281,20240627,METHODS OF TREATING B-CELL LYMPHOMA USING COMBINATION THERAPY
INCYTE,INCY,20240390378,20241128,USE OF JAK1 INHIBITORS FOR THE TREATMENT OF CUTANEOUS LUPUS ERYTHEMATOSUS AND LICHEN PLANUS (LP)
BLUEBIRD BIO,BLUE,20240287157,20240829,DARIC INTERLEUKIN RECEPTORS
BAYER,BAYRY,20240375530,20241114,Scalable Adapter for a Vehicle Charging Process
ELI LILLY,LLY,20240391994,20241128,ANTI-IL-23P19 ANTIBODY REGULATION OF GENES INVOLVED IN BOWEL URGENCY IN ULCERATIVE COLITIS
INCYTE,INCY,20240293411,20240905,COMBINATION THERAPY COMPRISING JAK PATHWAY INHIBITOR AND ROCK INHIBITOR
BAYER,BAYRY,20240383555,20241121,"Tank Device for a Motorcycle, and Luggage System for a Motorcycle"
ALNYLAM PHARMACEUTICALS,ALNY,20230029227,20230126,TUNABLE REVERSIR TM COMPOUNDS
INCYTE,INCY,20240166655,20240523,PROCESS AND INTERMEDIATES FOR PREPARING A JAK INHIBITOR
NEUROCRINE BIOSCIENCES,NBIX,20250000805,20250102,VALBENAZINE COMPOSITIONS
VERTEX PHARMACEUTICALS,VRTX,20240382532,20241121,STEM CELL DERIVED PANCREATIC ISLET DIFFERENTIATION
INCYTE,INCY,20240383889,20241121,PYRAZOLOPYRIDINE COMPOUNDS AND USES THEREOF
HORIZON THERAPEUTICS,HZNP,20240279323,20240822,METHODS FOR THE TREATMENT OF SCLERODERMA AND RELATED CONDITIONS
JOHNSON &,JNJ,20240138404,20240502,DISPENSER AND METHOD OF USE THEREOF
BAYER,BAYRY,20230202123,20230629,"Method for Forming Connections from a Reinforcing Fiber or Reinforcing Fibers, and Method for Producing a Pressure Container"
JAZZ PHARMACEUTICALS,JAZZ,20240124452,20240418,FUSED BICYCLIC RAF INHIBITORS AND METHODS FOR USE THEREOF
FATE THERAPEUTICS,FATE,20240263135,20240808,COMPOSITIONS AND METHODS FOR IMMUNE CELL MODULATION IN ADOPTIVE IMMUNOTHERAPIES
BLUEPRINT MEDICINES,BPMC,20240383902,20241121,CDK2 INHIBITORS
NOVARTIS,NVS,20240343783,20241017,TARGETING CYTOTOXIC CELLS WITH CHIMERIC RECEPTORS FOR ADOPTIVE IMMUNOTHERAPY
SAGE THERAPEUTICS,SAGE,20240279268,20240822,NEUROACTIVE STEROIDS AND COMPOSITIONS THEREOF
UCB,UCBJF,20240352083,20241024,ANTIBODIES COMPRISING A POLYPEPTIDE INSERTED IN FRAMEWORK 3 REGION
REGENERON,REGN,20220324939,20221013,MAGE-A4 T CELL RECEPTORS AND METHODS OF USE THEREOF
REGENERON,REGN,20200392204,20201217,DIMERIZING AGENT REGULATED IMMUNORECEPTOR COMPLEXES COMPRISING  INTERLEUKIN RECEPTOR SIGNALING DOMAINS
BAYER,BAYRY,20240349157,20241017,Switching a Communication Connection
BAYER,BAYRY,20240266685,20240808,Battery And Motor Vehicle Having Such A Battery
TAKEDA PHARMACEUTICAL,TAK,20240043457,20240208,"CRYSTALLINE FORMS OF 5-CHLORO-N4-[-2-(DIMETHYLPHOSPHORYL) PHENYL]-N2-{2-METHOXY-4-[4[(4-METHYLPIPERAZIN-1-YL) PIPERIDIN-1-YL] PHENYL} PYRIMIDINE-2,4-DIAMINE"
TAKEDA PHARMACEUTICAL,TAK,20220071969,20220310,TREATMENT OF GASTROPARESIS WITH TRIAZASPIRO[4.5]DECANONE
TAKEDA PHARMACEUTICAL,TAK,20220288042,20220915,TREATMENT OF GASTROPARESIS WITH TRIAZASPIRO[4.5]DECANONE
TAKEDA PHARMACEUTICAL,TAK,20230114615,20230413,TREATMENT OF GASTROPARESIS WITH TRIAZASPIRO[4.5]DECANONE
TAKEDA PHARMACEUTICAL,TAK,20230346757,20231102,TREATMENT OF GASTROPARESIS WITH TRIAZASPIRO[4.5]DECANONE
BLUEPRINT MEDICINES,BPMC,20240262826,20240808,WILD TYPE KIT INHIBITORS
BAYER,BAYRY,20240329404,20241003,Method and Device for Operating a Display System With One or More Data Glasses in a Vehicle
TAKEDA PHARMACEUTICAL,TAK,20200048288,20200213,PHOSPHOROUS DERIVATIVES AS KINASE INHIBITORS
AMGEN,AMGN,20240316478,20240926,REAL TIME PEAK INTEGRATION FOR POOL COLLECTION CRITERIA VIA CHROMATOGRAPHIC AREA UNDER THE CURVE
BRISTOL-MYERS,BMY,20240252476,20240801,LPA1 ANTAGONISTS FOR TREATING INTERSTITIAL LUNG DISEASE
BRISTOL-MYERS,BMY,20240185972,20240606,Line of Therapy Identification from Clinical Documents
BRISTOL-MYERS,BMY,20240216352,20240704,LPA1 ANTAGONISTS FOR TREATING INTERSTITIAL LUNG DISEASE
REGENERON,REGN,20200288683,20200917,LOSS OF FUNCTION RODENT MODEL OF SOLUTE CARRIER 39 MEMBER 5
ASTRAZENECA,AZN,20240257932,20240801,Computer System and Method for Generating Trigger Alerts to Maximize Interactions With Healthcare Providers
REGENERON,REGN,20230149632,20230518,AUTO-INJECTOR AND RELATED METHODS OF USE
REGENERON,REGN,20240209102,20240627,METHODS OF TREATING INFLAMMATORY CONDITIONS
DENALI THERAPEUTICS,DNLI,20240391933,20241128,"CRYSTALLINE FORMS OF (S)-5-BENZYL-N-(5-METHYL-4-OXO-2,3,4,5-TETRAHYDROPYRIDO [3,2-B][1,4]OXAZEPIN-3-YL)-4H-1,2,4-TRIAZOLE-3-CARBOXAMIDE"
SAREPTA THERAPEUTICS,SRPT,20240374684,20241114,SYSTEMIC DELIVERY OF ADENO-ASSOCIATED VIRUS VECTOR EXPRESSING GAMMA-SARCOGLYCAN AND THE TREATMENT OF MUSCULAR DYSTROPHY
BRISTOL-MYERS,BMY,20240317769,20240926,KRAS G12D INHIBITORS
REGENERON,REGN,20240118250,20240411,ULTRAVIOLET MONITORING OF CHROMATOGRAPHY PERFORMANCE BY ORTHOGONAL PARTIAL LEAST SQUARES
BRISTOL-MYERS,BMY,20240217982,20240704,KRAS INHIBITORS
BAYER,BAYRY,20240416472,20241219,"Method for Optimizing Forming Processes for Forming Workpieces, and Forming Device"
BIOGEN,BIIB,20240216330,20240704,COMBINATION TREATMENT METHODS OF MULTIPLE SCLEROSIS
ALNYLAM PHARMACEUTICALS,ALNY,20250017953,20250116,LACTATE DEHYDROGENASE A (LDHA) iRNA COMPOSITIONS AND METHODS OF USE THEREOF
REGENERON,REGN,20220251215,20220811,ANTI-NEW YORK ESOPHAGEAL SQUAMOUS CELL CARCINOMA 1 (NY-ESO-1) ANTIGEN-BINDING PROTEINS AND METHODS OF USE THEREOF
BIOGEN,BIIB,20240400506,20241205,DIROXIMEL FUMARATE PARTICLES HAVING IMPROVED FLOW PROPERTIES AND METHODS OF MAKING SAME
REGENERON,REGN,20230159639,20230525,ANTI-CD8 ANTIBODIES AND USES THEREOF
PFIZER,PFE,20220119545,20220421,CDCP1-TARGETED THERAPIES
SANOFI,SNY,20230233534,20230727,"SYNTHETIC METHODS FOR PREPARATION OF 4-(2-CHLORO-4-METHOXY-5-METHYLPHENYL)-N-[(1S)-2-CYCLOPROPYL-1-(3-FLUORO-4-METHYLPHENYL)ETHYL]-5-METHYL-N-PROP-2-YNYL-1,3-THIAZOL-2-AMINE"
ARVINAS,ARVN,20240365736,20241107,COMPOSITIONS AND METHODS FOR TARGETED DEGRADATION OF PROTEINS IN A PLANT CELL
BAYER,BAYRY,20240418261,20241219,Motor Vehicle Having a Coupling Mechanism and a Functionally Secured Parking Lock Device
JOHNSON &,JNJ,20240299610,20240912,"AEROSOL SPRAYS, METHODS OF GENERATING AEROSOL SPRAYS, AND AEROSOL DISPENSING SYSTEMS"
BAYER,BAYRY,20240334933,20241010,USE OF COMPOSITIONS WITH ETHOFUMESATE AND BIXLOZONE IN WHEAT CROPS
NEUROCRINE BIOSCIENCES,NBIX,20240238257,20240718,"SYNTHETIC METHODS FOR PREPARATION OF 4-(2-CHLORO-4-METHOXY-5-METHYLPHENYL)-N-[(1S)-2-CYCLOPROPYL-1-(3-FLUORO-4-METHYLPHENYL)ETHYL]-5-METHYL-N-PROP-2-YNYL-1,3-THIAZOL-2-AMINE"
JOHNSON &,JNJ,20230094331,20230330,VOLATILE MATERIAL DISPENSER
CUREVAC,CVAC,20240417805,20241219,CANCER NEOANTIGENS
INCYTE,INCY,20240190876,20240613,Tricyclic Urea Compounds As JAK2 V617F Inhibitors
SANOFI,SNY,20240197997,20240620,Auto-Injector
SANOFI,SNY,20240197998,20240620,Auto-Injector
BLUEPRINT MEDICINES,BPMC,20240199648,20240620,MAP4K1 INHIBITORS
BIOGEN,BIIB,20240287076,20240829,COMPOUNDS FOR TARGETING DEGRADATION OF BRUTON'S TYROSINE KINASE
NOVO NORDISK,NVO,20230079602,20230316,ACTIVIN RECEPTOR TYPE II CHIMERAS AND METHODS OF USE THEREOF
SANOFI,SNY,20240279362,20240822,TRISPECIFIC AND/OR TRIVALENT BINDING PROTEINS
JOHNSON &,JNJ,20230011927,20230112,INSECT TRAP DEVICE
JOHNSON &,JNJ,20230102436,20230330,PIEZOELECTRIC ACTIVE EMITTING DEVICE WITH IMPROVED AIR FLOW OUTPUT
BAYER,BAYRY,20250033636,20250130,Method and Device for the Automated Longitudinal Guidance of a Motor Vehicle
BAYER,BAYRY,20240430990,20241226,Interior Surface Arrangement
BRISTOL-MYERS,BMY,20240290435,20240829,Knowledge Lens for Multidimensional Domains
JOHNSON &,JNJ,20230148611,20230518,WATER-BASED INSECTICIDAL AND INSECT REPELLENT COMPOSITIONS
JOHNSON &,JNJ,20230148612,20230518,WATER-BASED INSECTICIDAL AND INSECT REPELLENT COMPOSITIONS
BAYER,BAYRY,20250033427,20250130,"Device for an Assistance System for Controlling an Adaptive Leveling Process, Assistant System, Method, and Computer-Readable Storage Medium"
BAYER,BAYRY,20200000408,20200102,METHOD AND APPARATUS FOR INSERTION OF A SENSOR
BAYER,BAYRY,20190313974,20191017,"SYSTEM, METHOD AND APPARATUS FOR SENSOR INSERTION"
BLUEPRINT MEDICINES,BPMC,20240051945,20240215,"PYRIMIDINE COMPOUNDS, COMPOSITIONS, AND MEDICINAL APPLICATIONS THEREOF"
BLUEPRINT MEDICINES,BPMC,20230416232,20231228,"PYRIMIDINE COMPOUNDS, COMPOSITIONS, AND MEDICINAL APPLICATIONS THEREOF"
BRISTOL-MYERS,BMY,20240228653,20240711,PSGL-1 Antagonists and Uses Thereof
GRIFOLS,GRFS,20180355413,20181213,DUAL QUENCHING ASSAY FOR MULTIPLEX DETECTION OF TARGET NUCLEIC ACIDS
GRIFOLS,GRFS,20210189468,20210624,DUAL QUENCHING ASSAY FOR MULTIPLEX DETECTION OF TARGET NUCLEIC ACIDS
NOVARTIS,NVS,20240390492,20241128,CD19 AND CD22 CHIMERIC ANTIGEN RECEPTORS AND USES THEREOF
BAYER,BAYRY,20240409112,20241212,"Method for Assisting a Vehicle User During a Manoeuvre of the Vehicle on a Multi-Lane Road Taking Into Account an Individual Reaction Time of the User, Driver Assistance System, and Vehicle"
SHIONOGI,SGIOY,20210069204,20210311,DOSAGE OF BALOXAVIR MARBOXIL FOR PEDIATRIC PATIENTS
BAYER,BAYRY,20250001895,20250102,Transmission of Service Information From a Charging Station to an Electric Vehicle
AMGEN,AMGN,20230373955,20231123,SYNTHESIS OF OMECAMTIV MECARBIL
NOVARTIS,NVS,20220047633,20220217,CD22 CHIMERIC ANTIGEN RECEPTOR (CAR) THERAPIES
JOHNSON &,JNJ,20240202917,20240620,SYSTEM AND METHOD FOR PREDICTING THE RISK OF FUTURE LUNG CANCER
MERCK SHARP,MRK,20240376157,20241114,POLYNUCLEOTIDES ENCODING NOROVIRUS VP1 ANTIGENS AND USES THEREOF
TAKEDA PHARMACEUTICAL,TAK,20230021834,20230126,PIPERIDINYL-3-(ARYLOXY)PROPANAMIDES AND PROPANOATES
JOHNSON &,JNJ,20240268364,20240815,INSECT TRAP DEVICE
BAYER,BAYRY,20250001845,20250102,Unfinished Component for a Motor Vehicle Body
JAZZ PHARMACEUTICALS,JAZZ,20230301936,20230928,USE OF CANNABINOIDS IN THE TREATMENT OF EPILEPSY
MERCK SHARP,MRK,20200270346,20200827,ANTI-TIGIT ANTIBODIES
NOVARTIS,NVS,20240269279,20240815,PHARMACEUTICAL FORMULATION CONTAINING AN ANTI-IgE ANTIBODY
NOVARTIS,NVS,20240294626,20240905,BISPECIFIC ANTIBODIES FOR USE IN TREATMENT OF HIDRADENITIS SUPPURATIVA
NOVARTIS,NVS,20240239911,20240718,TREATMENT FOR LUPUS NEPHRITIS USING ANTI-BAFFR ANTIBODIES
NOVARTIS,NVS,20240173404,20240530,PHARMACEUTICAL PRODUCTS AND STABLE LIQUID COMPOSITIONS OF IL-17 ANTIBODIES
ASTRAZENECA,AZN,20240325384,20241003,DOSING REGIMEN
SANOFI,SNY,20240242791,20240718,DATA PROCESSING SYSTEMS AND METHODS FOR IDENTIFYING NEW INDICATIONS FOR DRUGS
AMGEN,AMGN,20240165338,20240523,DRUG DELIVERY DEVICE
BAYER,BAYRY,20230416249,20231228,"N-[2-({4-[3-(ANILINO)-4-OXO-4,5,6,7-TETRAHYDRO-1H-PYRROLO[3,2-C]PYRIDIN-2-YL]PYRIDIN-3-YL)OXY)ETHYL]PROP-2-ENAMIDE DERIVATIVES AND SIMILAR COMPOUNDS AS EGFR INHIBITORS FOR THE TREATMENT OF CANCER"
FATE THERAPEUTICS,FATE,20250000904,20250102,EFFECTOR CELLS AND USE THEREOF FOR ALLOGENEIC ADOPTIVE CELL THERAPIES IN SOLID TUMORS
UCB,UCBJF,20240417434,20241219,"NUCLEIC ACID CONSTRUCTS, VIRAL VECTORS AND VIRAL PARTICLES"
EISAI,ESALY,20220081486,20220317,ANTI-BCMA ANTIBODY-DRUG CONJUGATES AND METHODS OF USE
BRISTOL-MYERS,BMY,20240261272,20240808,LPA1 ANTAGONISTS FOR TREATING INTERSTITIAL LUNG DISEASE
NOVARTIS,NVS,20190142795,20190516,DIHYDROISOXAZOLE COMPOUND FOR USE IN CONTROLLING SEA LICE
BAYER,BAYRY,20240397939,20241205,COMPOSITIONS COMPRISING DIFFERENT DRIFT RETARDING AGENTS
